author_anonymous,package_id,asset_type,content_category,reason_code,original_audio_language,source_language,target_language,runtime_minutes,start_date,submit_date,due_date,on_time
zJfTdtbL,1913027,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,en,23.1,2022-03-27,2022-03-28,2022-03-29,1
YXvkqWpy,1779376,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,22.9,2022-03-26,2022-03-28,2022-03-29,1
BySZyPeU,1986667,SUBTITLE,VIDEO,STANDARD,en,en,cs,25.1,2022-03-25,2022-03-28,2022-03-31,1
xGKmlmID,1666747,SUBTITLE,VIDEO,STANDARD,en,en,ms,25.2,2022-03-14,2022-03-28,2022-03-29,1
BOYzMCiQ,2026554,SUBTITLE,VIDEO,STANDARD,en,en,uk,45.7,2022-03-24,2022-03-28,2022-03-29,1
DqhgTYnm,1540315,SUBTITLE,VIDEO,STANDARD,en,en,uk,57.8,2022-02-23,2022-03-28,2022-03-28,1
tgShWguZ,1989305,CLOSED_CAPTIONING,VIDEO,STANDARD,ko,en,en,124.9,2022-03-21,2022-03-28,2022-03-28,1
rYcGUOmE,1987276,SUBTITLE,VIDEO,STANDARD,en,en,ko,28.1,2022-03-25,2022-03-28,2022-03-28,1
QtfPDJyS,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,pl,43.4,2022-03-28,2022-03-29,2022-03-29,1
xcGfOVqI,2019395,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,32.6,2022-03-27,2022-03-29,2022-03-30,1
tgShWguZ,1996379,CLOSED_CAPTIONING,VIDEO,STANDARD,it,en,en,36.0,2022-03-29,2022-03-29,2022-03-29,1
zRIcFzmH,1979957,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,51.6,2022-03-28,2022-03-29,2022-03-29,1
YXvkqWpy,1779373,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,22.8,2022-03-27,2022-03-29,2022-03-30,1
YXvkqWpy,1983133,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,21.3,2022-03-25,2022-03-29,2022-04-06,1
fNhOCwCF,1997614,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,33.2,2022-03-28,2022-03-29,2022-03-29,1
sSkVUcgL,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,pt-BR,43.4,2022-03-28,2022-03-29,2022-03-29,1
bJbiDUlW,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,ko,43.4,2022-03-26,2022-03-29,2022-03-29,1
oXKSBqOu,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,hr,43.4,2022-03-25,2022-03-29,2022-03-29,1
xGKmlmID,1666748,SUBTITLE,VIDEO,STANDARD,en,en,ms,38.4,2022-03-14,2022-03-29,2022-03-29,1
bYkUJEKd,2005726,SUBTITLE,VIDEO,STANDARD,en,en,cs,20.2,2022-03-27,2022-03-29,2022-03-30,1
LeinCivl,2019332,SUBTITLE,VIDEO,STANDARD,en,en,cs,21.6,2022-03-29,2022-03-29,2022-03-30,1
bSygbkUJ,1954804,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-03-25,2022-03-29,2022-04-05,1
hAwJZYfz,2006107,SUBTITLE,VIDEO,STANDARD,pt-BR,en,zh-Hans,54.4,2022-03-27,2022-03-29,2022-03-31,1
BBuFMuon,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,en,35.3,2022-03-25,2022-03-29,2022-03-30,1
fJvBahzq,2026554,SUBTITLE,VIDEO,STANDARD,en,en,hu,45.7,2022-03-24,2022-03-29,2022-03-29,1
LeinCivl,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,cs,43.4,2022-03-27,2022-03-29,2022-03-29,1
njDJmclQ,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,ru,43.4,2022-03-24,2022-03-29,2022-03-29,1
PXaUFTYh,1996369,SUBTITLE,VIDEO,STANDARD,it,en,de,50.0,2022-03-25,2022-03-29,2022-03-29,1
RWbbewLb,2032851,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,111.7,2022-03-11,2022-03-29,2022-03-29,1
fgwiMpoz,2032563,SUBTITLE,VIDEO,STANDARD,en,en,sv,100.8,2022-03-22,2022-03-29,2022-04-01,1
OZjhMWyp,2006839,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,61.0,2022-03-27,2022-03-29,2022-03-29,1
BdoAvALH,2019332,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,21.6,2022-03-27,2022-03-30,2022-03-30,1
pvSCHQoU,2016180,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,35.6,2022-03-24,2022-03-30,2022-03-31,1
hknphKFV,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,ms,31.1,2022-03-28,2022-03-30,2022-03-30,1
zJfTdtbL,1913025,SUBTITLE,VIDEO,STANDARD,en-GB,en-GB,en,23.1,2022-03-28,2022-03-30,2022-03-31,1
BySZyPeU,1986661,SUBTITLE,VIDEO,STANDARD,en,en,cs,26.6,2022-03-28,2022-03-30,2022-03-31,1
hAwJZYfz,2019499,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,37.2,2022-03-29,2022-03-30,2022-04-08,1
HhnspbHV,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,31.1,2022-03-28,2022-03-30,2022-03-30,1
VnEBeHHb,2019505,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hant,46.3,2022-03-25,2022-03-30,2022-03-30,1
oiJZCQwl,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,fi,31.1,2022-03-28,2022-03-30,2022-03-30,1
KRfKyHYR,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,uk,31.1,2022-03-28,2022-03-30,2022-03-30,1
oiJZCQwl,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,fi,35.3,2022-03-25,2022-03-30,2022-03-31,1
LyhYGPKo,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,ro,31.1,2022-03-29,2022-03-30,2022-03-30,1
qppurxmQ,1702596,SUBTITLE,VIDEO,STANDARD,en,en,uk,22.1,2022-03-28,2022-03-30,2022-04-03,1
LgWKloLQ,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,hr,31.1,2022-03-28,2022-03-30,2022-03-30,1
BBuFMuon,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,en,31.1,2022-03-28,2022-03-30,2022-03-31,1
hAwJZYfz,1939591,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,42.1,2022-03-28,2022-03-30,2022-03-31,1
zJfOynAN,2018375,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,22.1,2022-03-25,2022-03-30,2022-03-30,1
zJfOynAN,1991870,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,22.5,2022-03-25,2022-03-30,2022-03-30,1
qtZexWHA,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,nb,31.1,2022-03-28,2022-03-30,2022-03-30,1
dUWuDuOV,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,it,31.1,2022-03-28,2022-03-30,2022-03-30,1
bYkUJEKd,2016180,SUBTITLE,VIDEO,STANDARD,en,en,cs,35.6,2022-03-07,2022-03-30,2022-03-31,1
IzxwlXkp,2031266,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,84.3,2022-03-28,2022-03-30,2022-04-05,1
bSygbkUJ,1954797,SUBTITLE,VIDEO,STANDARD,en,en,de,8.0,2022-03-30,2022-03-30,2022-04-05,1
TXIiIPWK,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,31.1,2022-03-28,2022-03-30,2022-03-30,1
WjJUvQTW,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,cs,31.1,2022-03-29,2022-03-30,2022-03-30,1
OsbxBWsm,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,pl,31.1,2022-03-28,2022-03-30,2022-03-30,1
ZVDveMBf,1997614,SUBTITLE,VIDEO,STANDARD,en,en,hr,33.2,2022-03-26,2022-03-30,2022-04-04,1
GfbGkaBW,2036022,SUBTITLE,VIDEO,STANDARD,en,en,cs,88.3,2022-03-24,2022-03-31,2022-04-01,1
qtZexWHA,2032563,SUBTITLE,VIDEO,STANDARD,en,en,nb,100.8,2022-03-23,2022-03-31,2022-04-01,1
kRZKbLUd,2025390,SUBTITLE,VIDEO,STANDARD,fr,en,cs,119.4,2022-02-17,2022-03-31,2022-04-08,1
njDJmclQ,2032563,SUBTITLE,VIDEO,STANDARD,en,en,ru,100.8,2022-03-23,2022-03-31,2022-04-01,1
paKJyytC,2032563,SUBTITLE,VIDEO,STANDARD,en,en,es,100.8,2022-03-28,2022-03-31,2022-04-01,1
MsPBQEUl,2026668,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,30.3,2022-03-30,2022-03-31,2022-03-31,1
HhnspbHV,2032563,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,100.8,2022-03-23,2022-03-31,2022-04-01,1
wpXCCDFZ,2032563,SUBTITLE,VIDEO,STANDARD,en,en,hr,100.8,2022-03-23,2022-03-31,2022-04-01,1
TXIiIPWK,2032563,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,100.8,2022-03-23,2022-03-31,2022-04-01,1
xGKmlmID,1939591,SUBTITLE,VIDEO,STANDARD,es,en,ms,42.1,2022-03-28,2022-03-31,2022-03-31,1
mGqIaYCC,2016183,SUBTITLE,VIDEO,STANDARD,en,en,de,40.6,2022-03-29,2022-03-31,2022-04-01,1
IOeicxmU,2043155,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,35.3,2022-03-28,2022-03-31,2022-03-31,1
oXKSBqOu,2034085,SUBTITLE,VIDEO,STANDARD,fr,en,hr,42.9,2022-03-29,2022-03-31,2022-03-31,1
dUWuDuOV,2032563,SUBTITLE,VIDEO,STANDARD,en,en,it,100.8,2022-03-22,2022-03-31,2022-04-01,1
zRIcFzmH,1979959,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,52.0,2022-03-30,2022-03-31,2022-03-31,1
FtIiYYcj,2032563,SUBTITLE,VIDEO,STANDARD,en,en,pl,100.8,2022-03-22,2022-03-31,2022-04-01,1
JvxbzeQN,2025543,SUBTITLE,VIDEO,STANDARD,es-ES,en,th,43.4,2022-03-25,2022-03-31,2022-03-31,1
jxlEGaPO,2025856,SUBTITLE,VIDEO,STANDARD,pl,en,hu,139.3,2022-03-21,2022-03-31,2022-03-31,1
iaEtpSia,2025856,SUBTITLE,VIDEO,STANDARD,pl,en,it,139.3,2022-03-18,2022-03-31,2022-03-31,1
XHSjYnae,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,de,31.1,2022-03-28,2022-03-31,2022-04-03,1
bYkUJEKd,2005734,SUBTITLE,VIDEO,STANDARD,en,en,cs,28.0,2022-03-30,2022-03-31,2022-04-01,1
ylLQPeGw,2025856,SUBTITLE,VIDEO,STANDARD,pl,en,nl,139.3,2022-03-21,2022-03-31,2022-03-31,1
uViEoAsb,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,ru,31.1,2022-03-29,2022-03-31,2022-04-03,1
SjdzoHss,2032563,SUBTITLE,VIDEO,STANDARD,en,en,ms,100.8,2022-03-23,2022-03-31,2022-04-01,1
hAwJZYfz,2034085,SUBTITLE,VIDEO,STANDARD,fr,en,zh-Hans,42.9,2022-03-29,2022-03-31,2022-03-31,1
zELHxOZw,1983135,SUBTITLE,VIDEO,STANDARD,en,en,pt-BR,20.8,2022-03-30,2022-04-01,2022-04-01,1
rYcGUOmE,2001059,SUBTITLE,VIDEO,STANDARD,en,en,ko,61.5,2022-03-28,2022-04-01,2022-04-04,1
xGKmlmID,1986881,SUBTITLE,VIDEO,STANDARD,en,en,ms,18.0,2022-03-31,2022-04-01,2022-04-01,1
PXaUFTYh,2032563,SUBTITLE,VIDEO,STANDARD,en,en,de,100.8,2022-03-25,2022-04-01,2022-04-02,1
hknphKFV,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,ms,32.5,2022-03-31,2022-04-01,2022-04-05,1
qFSdPvVi,2032563,SUBTITLE,VIDEO,STANDARD,en,en,ro,100.8,2022-03-26,2022-04-01,2022-04-02,1
WjJUvQTW,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,cs,32.5,2022-03-31,2022-04-01,2022-04-05,1
BdoAvALH,2019814,LANGUAGE_TEMPLATE,VIDEO,STANDARD,pt-BR,en,pt-BR,41.7,2022-03-30,2022-04-01,2022-04-01,1
bSygbkUJ,1954801,SUBTITLE,VIDEO,STANDARD,en,en,de,8.0,2022-03-31,2022-04-01,2022-04-08,1
bSygbkUJ,1954795,SUBTITLE,VIDEO,STANDARD,en,en,de,8.2,2022-04-01,2022-04-01,2022-04-08,1
oiJZCQwl,2032563,SUBTITLE,VIDEO,STANDARD,en,en,fi,100.8,2022-03-25,2022-04-01,2022-04-02,1
dUWuDuOV,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,it,32.5,2022-03-31,2022-04-01,2022-04-05,1
VnEBeHHb,2019502,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hant,44.2,2022-03-26,2022-04-01,2022-04-04,1
ZMnioVxt,1983135,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,20.8,2022-03-30,2022-04-01,2022-04-01,1
xHHGjDKP,2026668,SUBTITLE,VIDEO,STANDARD,en,en,pl,30.3,2022-03-30,2022-04-01,2022-04-01,1
rYcGUOmE,1987283,SUBTITLE,VIDEO,STANDARD,en,en,ko,27.6,2022-03-30,2022-04-01,2022-04-01,1
bSygbkUJ,1954794,SUBTITLE,VIDEO,STANDARD,en,en,de,7.7,2022-04-01,2022-04-01,2022-04-08,1
tgShWguZ,1996372,CLOSED_CAPTIONING,VIDEO,STANDARD,it,en,en,40.5,2022-03-31,2022-04-01,2022-04-01,1
LgWKloLQ,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,hr,32.5,2022-03-31,2022-04-01,2022-04-05,1
bgzXbWvk,2036022,SUBTITLE,VIDEO,STANDARD,en,en,pl,88.3,2022-03-24,2022-04-01,2022-04-01,1
zJfOynAN,2018367,SUBTITLE,VIDEO,STANDARD,en,en,es-ES,22.1,2022-03-28,2022-04-01,2022-04-01,1
qppurxmQ,1702595,SUBTITLE,VIDEO,STANDARD,en,en,uk,22.1,2022-03-30,2022-04-02,2022-04-03,1
ZVDveMBf,1997615,SUBTITLE,VIDEO,STANDARD,en,en,hr,32.3,2022-03-31,2022-04-02,2022-04-04,1
gpGfSHCP,1611309,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,55.5,2022-03-09,2022-04-02,2022-04-08,1
uViEoAsb,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,ru,32.5,2022-03-31,2022-04-02,2022-04-05,1
zJfTdtbL,1997313,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,42.3,2022-03-29,2022-04-02,2022-04-02,1
qqGLQCrL,2032563,SUBTITLE,VIDEO,STANDARD,en,en,fil,100.8,2022-03-22,2022-04-02,2022-04-03,1
bSygbkUJ,1954800,SUBTITLE,VIDEO,STANDARD,en,en,de,8.3,2022-04-02,2022-04-02,2022-04-11,1
BOYzMCiQ,1881558,SUBTITLE,VIDEO,STANDARD,pl,en,uk,150.3,2022-03-10,2022-04-02,2022-04-02,1
GkcAOtpq,2025390,SUBTITLE,VIDEO,STANDARD,fr,en,hu,119.4,2022-02-17,2022-04-02,2022-04-08,1
IOeicxmU,2043150,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,31.1,2022-03-31,2022-04-03,2022-04-03,1
auqVUdUn,2032563,SUBTITLE,VIDEO,STANDARD,en,en,uk,100.8,2022-03-23,2022-04-03,2022-04-07,1
yNGtTaDf,1418631,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,pt-BR,22.4,2022-03-16,2022-04-03,2022-04-05,1
rYcGUOmE,1987277,SUBTITLE,VIDEO,STANDARD,en,en,ko,25.1,2022-04-01,2022-04-03,2022-04-08,1
gpGfSHCP,1610871,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,48.9,2022-03-01,2022-04-03,2022-04-08,1
BNvwTxAh,2043796,SUBTITLE,VIDEO,STANDARD,en,en,cs,66.3,2022-03-28,2022-04-03,2022-04-04,1
mGqIaYCC,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,de,12.2,2022-04-03,2022-04-03,2022-04-04,1
eSgINOPj,2026136,SUBTITLE,VIDEO,STANDARD,en,en,fi,42.5,2022-03-30,2022-04-03,2022-03-31,0
eSgINOPj,2026131,SUBTITLE,VIDEO,STANDARD,en,en,fi,42.4,2022-03-28,2022-04-03,2022-03-31,0
eSgINOPj,2026138,SUBTITLE,VIDEO,STANDARD,en,en,fi,45.7,2022-03-30,2022-04-03,2022-03-31,0
eSgINOPj,2026133,SUBTITLE,VIDEO,STANDARD,en,en,fi,46.1,2022-03-30,2022-04-03,2022-04-04,1
YTtxkiOA,1877068,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,39.9,2022-03-28,2022-04-04,2022-04-09,1
eSgINOPj,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,fi,12.2,2022-04-04,2022-04-04,2022-04-04,1
sSkVUcgL,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,pt-BR,38.2,2022-03-30,2022-04-04,2022-04-04,1
xGKmlmID,1986885,SUBTITLE,VIDEO,STANDARD,en,en,ms,20.4,2022-04-01,2022-04-04,2022-04-04,1
bYkUJEKd,2016176,SUBTITLE,VIDEO,STANDARD,en,en,cs,41.2,2022-03-31,2022-04-04,2022-04-05,1
EvDruNCa,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,zh-Hans,38.2,2022-03-30,2022-04-04,2022-04-04,1
QtfPDJyS,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,pl,38.2,2022-04-01,2022-04-04,2022-04-04,1
hknphKFV,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,ms,12.2,2022-04-01,2022-04-04,2022-04-04,1
gpGfSHCP,1611310,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,52.7,2022-03-09,2022-04-04,2022-04-08,1
bJbiDUlW,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,ko,38.2,2022-04-01,2022-04-04,2022-04-04,1
TXIiIPWK,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,pt-BR,12.2,2022-04-01,2022-04-04,2022-04-04,1
pvSCHQoU,2016176,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hant,41.2,2022-03-27,2022-04-04,2022-04-05,1
qtZexWHA,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,nb,12.2,2022-04-02,2022-04-04,2022-04-04,1
FtIiYYcj,2020835,SUBTITLE,VIDEO,STANDARD,en,en,pl,56.4,2022-03-29,2022-04-04,2022-04-05,1
LeinCivl,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,cs,38.2,2022-04-01,2022-04-04,2022-04-04,1
xHHGjDKP,2026677,SUBTITLE,VIDEO,STANDARD,en,en,pl,31.8,2022-04-02,2022-04-04,2022-04-07,1
kuaPoeON,1973079,SUBTITLE,VIDEO,STANDARD,pl,en,ro,12.2,2022-04-04,2022-04-04,2022-04-06,1
kuaPoeON,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,ro,12.2,2022-04-04,2022-04-04,2022-04-04,1
BBuFMuon,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,en,38.2,2022-03-30,2022-04-04,2022-04-04,1
HhnspbHV,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hant,12.2,2022-04-02,2022-04-04,2022-04-04,1
hAwJZYfz,2017143,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,42.3,2022-03-31,2022-04-04,2022-04-05,1
hAwJZYfz,2034090,SUBTITLE,VIDEO,STANDARD,fr,en,zh-Hans,42.2,2022-04-01,2022-04-04,2022-04-08,1
OsbxBWsm,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,pl,32.5,2022-03-31,2022-04-04,2022-04-05,1
hAwJZYfz,2034088,SUBTITLE,VIDEO,STANDARD,fr,en,zh-Hans,35.3,2022-04-01,2022-04-04,2022-04-08,1
YXvkqWpy,1983131,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,20.5,2022-03-30,2022-04-04,2022-04-06,1
hAwJZYfz,2024470,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,35.0,2022-04-01,2022-04-04,2022-04-05,1
BySZyPeU,1986662,SUBTITLE,VIDEO,STANDARD,en,en,cs,27.3,2022-04-02,2022-04-04,2022-04-08,1
ZMnioVxt,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,12.2,2022-04-02,2022-04-04,2022-04-04,1
oXKSBqOu,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,hr,38.2,2022-03-31,2022-04-04,2022-04-04,1
rYcGUOmE,1987280,SUBTITLE,VIDEO,STANDARD,en,en,ko,24.9,2022-04-03,2022-04-04,2022-04-08,1
YXvkqWpy,1779374,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,23.0,2022-04-03,2022-04-04,2022-04-05,1
dUWuDuOV,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,it,12.2,2022-04-01,2022-04-04,2022-04-04,1
njDJmclQ,2025546,SUBTITLE,VIDEO,STANDARD,es-ES,en,ru,38.2,2022-03-30,2022-04-04,2022-04-04,1
ZVDveMBf,1997601,SUBTITLE,VIDEO,STANDARD,en,en,hr,31.1,2022-04-03,2022-04-04,2022-04-04,1
oiJZCQwl,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,fi,32.5,2022-04-01,2022-04-05,2022-04-05,1
TXIiIPWK,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,pt-BR,32.5,2022-04-01,2022-04-05,2022-04-05,1
pjggWKgG,2037043,SUBTITLE,VIDEO,STANDARD,fr,en,ko,88.9,2022-03-24,2022-04-05,2022-04-05,1
ZMnioVxt,1973079,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,12.2,2022-04-04,2022-04-05,2022-04-06,1
KRfKyHYR,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,uk,32.5,2022-03-31,2022-04-05,2022-04-05,1
hAwJZYfz,2024468,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,34.7,2022-04-02,2022-04-05,2022-04-08,1
IOeicxmU,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hans,32.5,2022-04-01,2022-04-05,2022-04-05,1
LyhYGPKo,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,ro,32.5,2022-03-31,2022-04-05,2022-04-05,1
mGqIaYCC,2016180,SUBTITLE,VIDEO,STANDARD,en,en,de,35.6,2022-03-31,2022-04-05,2022-04-06,1
mGqIaYCC,2016176,SUBTITLE,VIDEO,STANDARD,en,en,de,41.2,2022-03-29,2022-04-05,2022-04-06,1
hAwJZYfz,2037075,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,43.5,2022-04-03,2022-04-05,2022-04-05,1
gpGfSHCP,1611268,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,47.2,2022-03-09,2022-04-05,2022-04-08,1
OZjhMWyp,2006834,SUBTITLE,VIDEO,STANDARD,ko,ko,zh-Hans,76.8,2022-03-30,2022-04-05,2022-04-04,0
YTtxkiOA,1896254,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,68.6,2022-03-09,2022-04-05,2022-04-22,1
ekAFBSFn,1750685,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,93.7,2022-03-26,2022-04-05,2022-04-23,1
HhnspbHV,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,zh-Hant,32.5,2022-04-01,2022-04-05,2022-04-05,1
HVckkZJk,2042154,SUBTITLE,VIDEO,STANDARD,pl,en,uk,83.1,2022-03-23,2022-04-05,2022-04-05,1
qtZexWHA,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,nb,32.5,2022-03-31,2022-04-05,2022-04-05,1
qkYEDhuk,1979957,SUBTITLE,VIDEO,STANDARD,en,en,hu,51.6,2022-03-27,2022-04-05,2022-04-06,1
BySZyPeU,1986665,SUBTITLE,VIDEO,STANDARD,en,en,cs,24.7,2022-04-04,2022-04-05,2022-04-08,1
XHSjYnae,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,de,32.5,2022-03-31,2022-04-05,2022-04-05,1
zRIcFzmH,1979955,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,60.2,2022-04-02,2022-04-05,2022-04-05,1
BBuFMuon,2043151,SUBTITLE,VIDEO,STANDARD,ja,en,en,32.5,2022-04-01,2022-04-05,2022-04-05,1
bYkUJEKd,2024470,SUBTITLE,VIDEO,STANDARD,es,en,cs,35.0,2022-04-05,2022-04-05,2022-04-05,1
OErZfWyS,1992074,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,29.2,2022-04-04,2022-04-06,2022-04-06,1
YXvkqWpy,1983136,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,20.6,2022-04-02,2022-04-06,2022-04-06,1
hknphKFV,1997313,SUBTITLE,VIDEO,STANDARD,en,en,ms,42.3,2022-04-03,2022-04-06,2022-04-07,1
hAwJZYfz,2032563,SUBTITLE,VIDEO,STANDARD,en,en,zh-Hans,100.8,2022-03-24,2022-04-06,2022-04-07,1
ZMnioVxt,1973075,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,11.8,2022-04-06,2022-04-06,2022-04-08,1
YXvkqWpy,1779377,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,23.1,2022-04-05,2022-04-06,2022-04-06,1
dUWuDuOV,2043162,SUBTITLE,VIDEO,STANDARD,ja,en,it,31.8,2022-04-03,2022-04-06,2022-04-07,1
ZMnioVxt,1973076,SUBTITLE,VIDEO,STANDARD,pl,en,zh-Hans,11.8,2022-04-05,2022-04-06,2022-04-07,1
GkcAOtpq,1779374,SUBTITLE,VIDEO,STANDARD,en,en,hu,23.0,2022-04-04,2022-04-06,2022-04-08,1
mjdwccDB,1973079,SUBTITLE,VIDEO,STANDARD,pl,en,ko,12.2,2022-04-06,2022-04-06,2022-04-06,1
mfikQmoK,1997313,SUBTITLE,VIDEO,STANDARD,en,en,cs,42.3,2022-04-03,2022-04-06,2022-04-07,1
zuHtHozR,1979956,LANGUAGE_TEMPLATE,VIDEO,STANDARD,en,en,en,46.0,2022-03-26,2022-04-06,2022-04-08,1
hAwJZYfz,1939592,SUBTITLE,VIDEO,STANDARD,es,en,zh-Hans,59.0,2022-04-04,2022-04-06,2022-04-08,1
gpGfSHCP,1611429,SUBTITLE,VIDEO,STANDARD,es-ES,en,fil,48.2,2022-03-09,2022-04-06,2022-04-08,1
bYkUJEKd,1973084,SUBTITLE,VIDEO,STANDARD,pl,en,cs,12.2,2022-04-06,2022-04-06,2022-04-07,1
bYkUJEKd,1973079,SUBTITLE,VIDEO,STANDARD,pl,en,cs,12.2,2022-04-05,2022-04-06,2022-04-06,1
NLRBXdVc,1973079,SUBTITLE,VIDEO,STANDARD,pl,en,hr,12.2,2022-04-04,2022-04-06,2022-04-06,1
hknphKFV,1973079,SUBTITLE,VIDEO,STANDARD,pl,en,ms,12.2,2022-04-05,2022-04-06,2022-04-06,1
BBuFMuon,2043162,SUBTITLE,VIDEO,STANDARD,ja,en,en,31.8,2022-04-03,2022-04-06,2022-04-07,1
MsPBQEUl,2026677,CLOSED_CAPTIONING,VIDEO,STANDARD,en,en,en,31.8,2022-04-04,2022-04-06,2022-04-06,1
